Round Number,Date,Location,Team_1,Team_2
1,3/24/2011,Ahmedabad,India,Australia
1,3/24/2011,Ahmedabad,India,Australia
1,3/25/2011,Dhaka,New Zealand,South Africa
1,3/25/2011,Dhaka,New Zealand,South Africa
1,3/26/2011,Colombo (RPS),Sri Lanka,England
1,3/26/2011,Colombo (RPS),Sri Lanka,England
1,3/29/2011,Colombo (RPS),Sri Lanka,New Zealand
1,3/29/2011,Colombo (RPS),Sri Lanka,New Zealand
1,3/30/2011,Mohali,India,Pakistan
1,3/30/2011,Mohali,India,Pakistan
1,4/2/2011,Mumbai,India,Sri Lanka
1,4/2/2011,Mumbai,India,Sri Lanka
1,4/9/2011,Dhaka,Bangladesh,Australia
1,4/9/2011,Dhaka,Bangladesh,Australia
1,4/11/2011,Dhaka,Bangladesh,Australia
1,4/11/2011,Dhaka,Bangladesh,Australia
1,4/13/2011,Dhaka,Bangladesh,Australia
1,4/13/2011,Dhaka,Bangladesh,Australia
1,4/23/2011,Gros Islet,West Indies,Pakistan
1,4/23/2011,Gros Islet,West Indies,Pakistan
1,4/25/2011,Gros Islet,West Indies,Pakistan
1,4/25/2011,Gros Islet,West Indies,Pakistan
1,4/28/2011,Bridgetown,West Indies,Pakistan
1,4/28/2011,Bridgetown,West Indies,Pakistan
1,5/2/2011,Bridgetown,West Indies,Pakistan
1,5/2/2011,Bridgetown,West Indies,Pakistan
1,5/5/2011,Providence,West Indies,Pakistan
1,5/5/2011,Providence,West Indies,Pakistan
1,5/28/2011,Belfast,Ireland,Pakistan
1,5/28/2011,Belfast,Ireland,Pakistan
1,5/30/2011,Belfast,Ireland,Pakistan
1,5/30/2011,Belfast,Ireland,Pakistan
1,6/6/2011,Port of Spain,West Indies,India
1,6/6/2011,Port of Spain,West Indies,India
1,6/8/2011,Port of Spain,West Indies,India
1,6/8/2011,Port of Spain,West Indies,India
1,6/11/2011,North Sound,West Indies,India
1,6/11/2011,North Sound,West Indies,India
1,6/13/2011,North Sound,West Indies,India
1,6/13/2011,North Sound,West Indies,India
1,6/16/2011,Kingston,West Indies,India
1,6/16/2011,Kingston,West Indies,India
1,6/28/2011,Aberdeen,Scotland,Netherlands
1,6/28/2011,Aberdeen,Scotland,Netherlands
1,6/28/2011,The Oval,England,Sri Lanka
1,6/28/2011,The Oval,England,Sri Lanka
1,6/29/2011,Aberdeen,Scotland,Netherlands
1,6/29/2011,Aberdeen,Scotland,Netherlands
1,7/1/2011,Leeds,England,Sri Lanka
1,7/1/2011,Leeds,England,Sri Lanka
1,7/3/2011,Lord's,England,Sri Lanka
1,7/3/2011,Lord's,England,Sri Lanka
1,7/6/2011,Nottingham,England,Sri Lanka
1,7/6/2011,Nottingham,England,Sri Lanka
1,7/9/2011,Manchester,England,Sri Lanka
1,7/9/2011,Manchester,England,Sri Lanka
1,7/11/2011,Edinburgh,Ireland,Sri Lanka
1,7/11/2011,Edinburgh,Ireland,Sri Lanka
1,7/12/2011,Edinburgh,Scotland,Ireland
1,7/12/2011,Edinburgh,Scotland,Ireland
1,7/13/2011,Edinburgh,Scotland,Sri Lanka
1,7/13/2011,Edinburgh,Scotland,Sri Lanka
1,8/7/2011,King City (NW),Canada,Afghanistan
1,8/9/2011,Toronto,Canada,Afghanistan
1,8/10/2011,Pallekele,Sri Lanka,Australia
1,8/10/2011,Pallekele,Sri Lanka,Australia
1,8/12/2011,Harare,Zimbabwe,Bangladesh
1,8/12/2011,Harare,Zimbabwe,Bangladesh
1,8/14/2011,Harare,Zimbabwe,Bangladesh
1,8/14/2011,Harare,Zimbabwe,Bangladesh
1,8/14/2011,Hambantota,Sri Lanka,Australia
1,8/14/2011,Hambantota,Sri Lanka,Australia
1,8/16/2011,Harare,Zimbabwe,Bangladesh
1,8/16/2011,Harare,Zimbabwe,Bangladesh
1,8/16/2011,Hambantota,Sri Lanka,Australia
1,8/16/2011,Hambantota,Sri Lanka,Australia
1,8/19/2011,Bulawayo,Zimbabwe,Bangladesh
1,8/19/2011,Bulawayo,Zimbabwe,Bangladesh
1,8/20/2011,Colombo (RPS),Sri Lanka,Australia
1,8/20/2011,Colombo (RPS),Sri Lanka,Australia
1,8/21/2011,Bulawayo,Zimbabwe,Bangladesh
1,8/21/2011,Bulawayo,Zimbabwe,Bangladesh
1,8/22/2011,Colombo (RPS),Sri Lanka,Australia
1,8/22/2011,Colombo (RPS),Sri Lanka,Australia
1,8/25/2011,Dublin,Ireland,England
1,8/25/2011,Dublin,Ireland,England
1,9/3/2011,Chester-le-Street,England,India
1,9/3/2011,Chester-le-Street,England,India
1,9/6/2011,Southampton,England,India
1,9/6/2011,Southampton,England,India
1,9/8/2011,Bulawayo,Zimbabwe,Pakistan
1,9/8/2011,Bulawayo,Zimbabwe,Pakistan
1,9/9/2011,The Oval,England,India
1,9/9/2011,The Oval,England,India
1,9/11/2011,Harare,Zimbabwe,Pakistan
1,9/11/2011,Harare,Zimbabwe,Pakistan
1,9/11/2011,Lord's,England,India
1,9/11/2011,Lord's,England,India
1,9/12/2011,The Hague,Netherlands,Kenya
1,9/12/2011,The Hague,Netherlands,Kenya
1,9/13/2011,The Hague,Netherlands,Kenya
1,9/13/2011,The Hague,Netherlands,Kenya
1,9/14/2011,Harare,Zimbabwe,Pakistan
1,9/14/2011,Harare,Zimbabwe,Pakistan
1,9/16/2011,Cardiff,England,India
1,9/16/2011,Cardiff,England,India
1,9/19/2011,Dublin,Ireland,Canada
1,9/20/2011,Dublin,Ireland,Canada
1,10/13/2011,Dhaka,Bangladesh,West Indies
1,10/13/2011,Dhaka,Bangladesh,West Indies
1,10/14/2011,Hyderabad (Deccan),India,England
1,10/14/2011,Hyderabad (Deccan),India,England
1,10/15/2011,Dhaka,Bangladesh,West Indies
1,10/15/2011,Dhaka,Bangladesh,West Indies
1,10/17/2011,Delhi,India,England
1,10/17/2011,Delhi,India,England
1,10/18/2011,Chattogram,Bangladesh,West Indies
1,10/18/2011,Chattogram,Bangladesh,West Indies
1,10/19/2011,Centurion,South Africa,Australia
1,10/19/2011,Centurion,South Africa,Australia
1,10/20/2011,Harare,Zimbabwe,New Zealand
1,10/20/2011,Harare,Zimbabwe,New Zealand
1,10/20/2011,Mohali,India,England
1,10/20/2011,Mohali,India,England
1,10/22/2011,Harare,Zimbabwe,New Zealand
1,10/22/2011,Harare,Zimbabwe,New Zealand
1,10/23/2011,Port Elizabeth,South Africa,Australia
1,10/23/2011,Port Elizabeth,South Africa,Australia
1,10/23/2011,Mumbai,India,England
1,10/23/2011,Mumbai,India,England
1,10/25/2011,Bulawayo,Zimbabwe,New Zealand
1,10/25/2011,Bulawayo,Zimbabwe,New Zealand
1,10/25/2011,Kolkata,India,England
1,10/25/2011,Kolkata,India,England
1,10/28/2011,Durban,South Africa,Australia
1,10/28/2011,Durban,South Africa,Australia
1,11/11/2011,Dubai (DSC),Pakistan,Sri Lanka
1,11/11/2011,Dubai (DSC),Pakistan,Sri Lanka
1,11/14/2011,Dubai (DSC),Pakistan,Sri Lanka
1,11/14/2011,Dubai (DSC),Pakistan,Sri Lanka
1,11/18/2011,Dubai (DSC),Pakistan,Sri Lanka
1,11/18/2011,Dubai (DSC),Pakistan,Sri Lanka
1,11/20/2011,Sharjah,Pakistan,Sri Lanka
1,11/20/2011,Sharjah,Pakistan,Sri Lanka
1,11/23/2011,Abu Dhabi,Pakistan,Sri Lanka
1,11/23/2011,Abu Dhabi,Pakistan,Sri Lanka
1,11/29/2011,Cuttack,India,West Indies
1,11/29/2011,Cuttack,India,West Indies
1,12/1/2011,Dhaka,Bangladesh,Pakistan
1,12/1/2011,Dhaka,Bangladesh,Pakistan
1,12/2/2011,Visakhapatnam,India,West Indies
1,12/2/2011,Visakhapatnam,India,West Indies
1,12/3/2011,Dhaka,Bangladesh,Pakistan
1,12/3/2011,Dhaka,Bangladesh,Pakistan
1,12/5/2011,Ahmedabad,India,West Indies
1,12/5/2011,Ahmedabad,India,West Indies
1,12/6/2011,Chattogram,Bangladesh,Pakistan
1,12/6/2011,Chattogram,Bangladesh,Pakistan
1,12/8/2011,Indore,India,West Indies
1,12/8/2011,Indore,India,West Indies
1,12/11/2011,Chennai,India,West Indies
1,12/11/2011,Chennai,India,West Indies
1,1/11/2012,Paarl,South Africa,Sri Lanka
1,1/11/2012,Paarl,South Africa,Sri Lanka
1,1/14/2012,East London,South Africa,Sri Lanka
1,1/14/2012,East London,South Africa,Sri Lanka
1,1/17/2012,Bloemfontein,South Africa,Sri Lanka
1,1/17/2012,Bloemfontein,South Africa,Sri Lanka
1,1/20/2012,Kimberley,South Africa,Sri Lanka
1,1/20/2012,Kimberley,South Africa,Sri Lanka
1,1/22/2012,Johannesburg,South Africa,Sri Lanka
1,1/22/2012,Johannesburg,South Africa,Sri Lanka
1,2/3/2012,Dunedin,New Zealand,Zimbabwe
1,2/3/2012,Dunedin,New Zealand,Zimbabwe
1,2/5/2012,Melbourne,Australia,India
1,2/5/2012,Melbourne,Australia,India
1,2/6/2012,Whangarei,New Zealand,Zimbabwe
1,2/6/2012,Whangarei,New Zealand,Zimbabwe
1,2/8/2012,Perth,India,Sri Lanka
1,2/8/2012,Perth,India,Sri Lanka
1,2/9/2012,Napier,New Zealand,Zimbabwe
1,2/9/2012,Napier,New Zealand,Zimbabwe
1,2/10/2012,Perth,Australia,Sri Lanka
1,2/10/2012,Perth,Australia,Sri Lanka
1,2/10/2012,Sharjah,Afghanistan,Pakistan
1,2/10/2012,Sharjah,Afghanistan,Pakistan
1,2/12/2012,Adelaide,Australia,India
1,2/12/2012,Adelaide,Australia,India
1,2/13/2012,Abu Dhabi,England,Pakistan
1,2/13/2012,Abu Dhabi,England,Pakistan
1,2/14/2012,Adelaide,India,Sri Lanka
1,2/14/2012,Adelaide,India,Sri Lanka
1,2/15/2012,Abu Dhabi,England,Pakistan
1,2/15/2012,Abu Dhabi,England,Pakistan
1,2/17/2012,Sydney,Australia,Sri Lanka
1,2/17/2012,Sydney,Australia,Sri Lanka
1,2/18/2012,Mombasa,Kenya,Ireland
1,2/18/2012,Mombasa,Kenya,Ireland
1,2/18/2012,Dubai (DSC),England,Pakistan
1,2/18/2012,Dubai (DSC),England,Pakistan
1,2/19/2012,Brisbane,Australia,India
1,2/19/2012,Brisbane,Australia,India
1,2/20/2012,Mombasa,Kenya,Ireland
1,2/20/2012,Mombasa,Kenya,Ireland
1,2/21/2012,Brisbane,India,Sri Lanka
1,2/21/2012,Brisbane,India,Sri Lanka
1,2/21/2012,Dubai (DSC),England,Pakistan
1,2/21/2012,Dubai (DSC),England,Pakistan
1,2/24/2012,Hobart,Australia,Sri Lanka
1,2/24/2012,Hobart,Australia,Sri Lanka
1,2/25/2012,Wellington,New Zealand,South Africa
1,2/25/2012,Wellington,New Zealand,South Africa
1,2/26/2012,Sydney,Australia,India
1,2/26/2012,Sydney,Australia,India
1,2/28/2012,Hobart,India,Sri Lanka
1,2/28/2012,Hobart,India,Sri Lanka
1,2/29/2012,Napier,New Zealand,South Africa
1,2/29/2012,Napier,New Zealand,South Africa
1,3/2/2012,Melbourne,Australia,Sri Lanka
1,3/2/2012,Melbourne,Australia,Sri Lanka
1,3/3/2012,Auckland,New Zealand,South Africa
1,3/3/2012,Auckland,New Zealand,South Africa
1,3/4/2012,Brisbane,Australia,Sri Lanka
1,3/4/2012,Brisbane,Australia,Sri Lanka
1,3/6/2012,Adelaide,Australia,Sri Lanka
1,3/6/2012,Adelaide,Australia,Sri Lanka
1,3/8/2012,Adelaide,Australia,Sri Lanka
1,3/8/2012,Adelaide,Australia,Sri Lanka
1,3/11/2012,Dhaka,Bangladesh,Pakistan
1,3/11/2012,Dhaka,Bangladesh,Pakistan
1,3/13/2012,Dhaka,India,Sri Lanka
1,3/13/2012,Dhaka,India,Sri Lanka
1,3/15/2012,Dhaka,Pakistan,Sri Lanka
1,3/15/2012,Dhaka,Pakistan,Sri Lanka
1,3/16/2012,Kingstown,West Indies,Australia
1,3/16/2012,Kingstown,West Indies,Australia
1,3/16/2012,Dhaka,Bangladesh,India
1,3/16/2012,Dhaka,Bangladesh,India
1,3/18/2012,Kingstown,West Indies,Australia
1,3/18/2012,Kingstown,West Indies,Australia
1,3/18/2012,Dhaka,India,Pakistan
1,3/18/2012,Dhaka,India,Pakistan
1,3/20/2012,Kingstown,West Indies,Australia
1,3/20/2012,Kingstown,West Indies,Australia
1,3/20/2012,Dhaka,Bangladesh,Sri Lanka
1,3/20/2012,Dhaka,Bangladesh,Sri Lanka
1,3/22/2012,Dhaka,Bangladesh,Pakistan
1,3/22/2012,Dhaka,Bangladesh,Pakistan
1,3/23/2012,Gros Islet,West Indies,Australia
1,3/23/2012,Gros Islet,West Indies,Australia
1,3/25/2012,Gros Islet,West Indies,Australia
1,3/25/2012,Gros Islet,West Indies,Australia
1,3/29/2012,Sharjah,Afghanistan,Netherlands
1,3/29/2012,Sharjah,Afghanistan,Netherlands
1,3/31/2012,Sharjah,Afghanistan,Netherlands
1,3/31/2012,Sharjah,Afghanistan,Netherlands
1,6/7/2012,Pallekele,Sri Lanka,Pakistan
1,6/7/2012,Pallekele,Sri Lanka,Pakistan
1,6/9/2012,Pallekele,Sri Lanka,Pakistan
1,6/9/2012,Pallekele,Sri Lanka,Pakistan
1,6/13/2012,Colombo (RPS),Sri Lanka,Pakistan
1,6/13/2012,Colombo (RPS),Sri Lanka,Pakistan
1,6/16/2012,Colombo (RPS),Sri Lanka,Pakistan
1,6/16/2012,Colombo (RPS),Sri Lanka,Pakistan
1,6/16/2012,Southampton,England,West Indies
1,6/16/2012,Southampton,England,West Indies
1,6/18/2012,Colombo (RPS),Sri Lanka,Pakistan
1,6/18/2012,Colombo (RPS),Sri Lanka,Pakistan
1,6/19/2012,The Oval,England,West Indies
1,6/19/2012,The Oval,England,West Indies
1,6/22/2012,Leeds,England,West Indies
1,6/22/2012,Leeds,England,West Indies
1,6/23/2012,Belfast,Ireland,Australia
1,6/23/2012,Belfast,Ireland,Australia
1,6/29/2012,Lord's,England,Australia
1,6/29/2012,Lord's,England,Australia
1,7/1/2012,The Oval,England,Australia
1,7/1/2012,The Oval,England,Australia
1,7/3/2012,Dublin,Ireland,Afghanistan
1,7/3/2012,Dublin,Ireland,Afghanistan
1,7/4/2012,Birmingham,England,Australia
1,7/4/2012,Birmingham,England,Australia
1,7/5/2012,Kingston,West Indies,New Zealand
1,7/5/2012,Kingston,West Indies,New Zealand
1,7/5/2012,Dublin,Ireland,Afghanistan
1,7/5/2012,Dublin,Ireland,Afghanistan
1,7/7/2012,Kingston,West Indies,New Zealand
1,7/7/2012,Kingston,West Indies,New Zealand
1,7/7/2012,Chester-le-Street,England,Australia
1,7/7/2012,Chester-le-Street,England,Australia
1,7/9/2012,Ayr,Scotland,Canada
1,7/10/2012,Manchester,England,Australia
1,7/10/2012,Manchester,England,Australia
1,7/11/2012,Basseterre,West Indies,New Zealand
1,7/11/2012,Basseterre,West Indies,New Zealand
1,7/11/2012,Ayr,Scotland,Canada
1,7/14/2012,Basseterre,West Indies,New Zealand
1,7/14/2012,Basseterre,West Indies,New Zealand
1,7/16/2012,Basseterre,West Indies,New Zealand
1,7/16/2012,Basseterre,West Indies,New Zealand
1,7/21/2012,Hambantota,Sri Lanka,India
1,7/21/2012,Hambantota,Sri Lanka,India
1,7/24/2012,Hambantota,Sri Lanka,India
1,7/24/2012,Hambantota,Sri Lanka,India
1,7/28/2012,Colombo (RPS),Sri Lanka,India
1,7/28/2012,Colombo (RPS),Sri Lanka,India
1,7/31/2012,Colombo (RPS),Sri Lanka,India
1,7/31/2012,Colombo (RPS),Sri Lanka,India
1,8/4/2012,Pallekele,Sri Lanka,India
1,8/4/2012,Pallekele,Sri Lanka,India
1,8/24/2012,Cardiff,England,South Africa
1,8/24/2012,Cardiff,England,South Africa
1,8/25/2012,Sharjah,Afghanistan,Australia
1,8/25/2012,Sharjah,Afghanistan,Australia
1,8/28/2012,Southampton,England,South Africa
1,8/28/2012,Southampton,England,South Africa
1,8/28/2012,Sharjah,Australia,Pakistan
1,8/28/2012,Sharjah,Australia,Pakistan
1,8/31/2012,The Oval,England,South Africa
1,8/31/2012,The Oval,England,South Africa
1,8/31/2012,Abu Dhabi,Australia,Pakistan
1,8/31/2012,Abu Dhabi,Australia,Pakistan
1,9/2/2012,Lord's,England,South Africa
1,9/2/2012,Lord's,England,South Africa
1,9/3/2012,Sharjah,Australia,Pakistan
1,9/3/2012,Sharjah,Australia,Pakistan
1,9/5/2012,Nottingham,England,South Africa
1,9/5/2012,Nottingham,England,South Africa
1,11/1/2012,Pallekele,Sri Lanka,New Zealand
1,11/1/2012,Pallekele,Sri Lanka,New Zealand
1,11/4/2012,Pallekele,Sri Lanka,New Zealand
1,11/4/2012,Pallekele,Sri Lanka,New Zealand
1,11/6/2012,Pallekele,Sri Lanka,New Zealand
1,11/6/2012,Pallekele,Sri Lanka,New Zealand
1,11/10/2012,Hambantota,Sri Lanka,New Zealand
1,11/10/2012,Hambantota,Sri Lanka,New Zealand
1,11/12/2012,Hambantota,Sri Lanka,New Zealand
1,11/12/2012,Hambantota,Sri Lanka,New Zealand
1,11/30/2012,Khulna,Bangladesh,West Indies
1,11/30/2012,Khulna,Bangladesh,West Indies
1,12/2/2012,Khulna,Bangladesh,West Indies
1,12/2/2012,Khulna,Bangladesh,West Indies
1,12/5/2012,Dhaka,Bangladesh,West Indies
1,12/5/2012,Dhaka,Bangladesh,West Indies
1,12/7/2012,Dhaka,Bangladesh,West Indies
1,12/7/2012,Dhaka,Bangladesh,West Indies
1,12/8/2012,Dhaka,Bangladesh,West Indies
1,12/8/2012,Dhaka,Bangladesh,West Indies
1,12/30/2012,Chennai,India,Pakistan
1,12/30/2012,Chennai,India,Pakistan
1,1/3/2013,Kolkata,India,Pakistan
1,1/3/2013,Kolkata,India,Pakistan
1,1/6/2013,Delhi,India,Pakistan
1,1/6/2013,Delhi,India,Pakistan
1,1/11/2013,Rajkot,India,England
1,1/11/2013,Rajkot,India,England
1,1/11/2013,Melbourne,Australia,Sri Lanka
1,1/11/2013,Melbourne,Australia,Sri Lanka
1,1/13/2013,Adelaide,Australia,Sri Lanka
1,1/13/2013,Adelaide,Australia,Sri Lanka
1,1/15/2013,Kochi,India,England
1,1/15/2013,Kochi,India,England
1,1/18/2013,Brisbane,Australia,Sri Lanka
1,1/18/2013,Brisbane,Australia,Sri Lanka
1,1/19/2013,Paarl,South Africa,New Zealand
1,1/19/2013,Paarl,South Africa,New Zealand
1,1/19/2013,Ranchi,India,England
1,1/19/2013,Ranchi,India,England
1,1/20/2013,Sydney,Australia,Sri Lanka
1,1/20/2013,Sydney,Australia,Sri Lanka
1,1/22/2013,Kimberley,South Africa,New Zealand
1,1/22/2013,Kimberley,South Africa,New Zealand
1,1/23/2013,Mohali,India,England
1,1/23/2013,Mohali,India,England
1,1/23/2013,Hobart,Australia,Sri Lanka
1,1/23/2013,Hobart,Australia,Sri Lanka
1,1/25/2013,Potchefstroom,South Africa,New Zealand
1,1/25/2013,Potchefstroom,South Africa,New Zealand
1,1/27/2013,Dharamsala,India,England
1,1/27/2013,Dharamsala,India,England
1,2/1/2013,Perth,Australia,West Indies
1,2/1/2013,Perth,Australia,West Indies
1,2/3/2013,Perth,Australia,West Indies
1,2/3/2013,Perth,Australia,West Indies
1,2/6/2013,Canberra,Australia,West Indies
1,2/6/2013,Canberra,Australia,West Indies
1,2/8/2013,Sydney,Australia,West Indies
1,2/8/2013,Sydney,Australia,West Indies
1,2/10/2013,Melbourne,Australia,West Indies
1,2/10/2013,Melbourne,Australia,West Indies
1,2/17/2013,Hamilton,New Zealand,England
1,2/17/2013,Hamilton,New Zealand,England
1,2/20/2013,Napier,New Zealand,England
1,2/20/2013,Napier,New Zealand,England
1,2/22/2013,St George's,West Indies,Zimbabwe
1,2/22/2013,St George's,West Indies,Zimbabwe
1,2/23/2013,Auckland,New Zealand,England
1,2/23/2013,Auckland,New Zealand,England
1,2/24/2013,St George's,West Indies,Zimbabwe
1,2/24/2013,St George's,West Indies,Zimbabwe
1,2/26/2013,St George's,West Indies,Zimbabwe
1,2/26/2013,St George's,West Indies,Zimbabwe
1,3/6/2013,Sharjah,Afghanistan,Scotland
1,3/6/2013,Sharjah,Afghanistan,Scotland
1,3/8/2013,Sharjah,Afghanistan,Scotland
1,3/8/2013,Sharjah,Afghanistan,Scotland
1,3/10/2013,Bloemfontein,South Africa,Pakistan
1,3/10/2013,Bloemfontein,South Africa,Pakistan
1,3/11/2013,ICCA Dubai,Canada,Kenya
1,3/13/2013,ICCA Dubai,Canada,Kenya
1,3/15/2013,Centurion,South Africa,Pakistan
1,3/15/2013,Centurion,South Africa,Pakistan
1,3/17/2013,Johannesburg,South Africa,Pakistan
1,3/17/2013,Johannesburg,South Africa,Pakistan
1,3/21/2013,Durban,South Africa,Pakistan
1,3/21/2013,Durban,South Africa,Pakistan
1,3/23/2013,Hambantota,Sri Lanka,Bangladesh
1,3/23/2013,Hambantota,Sri Lanka,Bangladesh
1,3/24/2013,Benoni,South Africa,Pakistan
1,3/24/2013,Benoni,South Africa,Pakistan
1,3/25/2013,Hambantota,Sri Lanka,Bangladesh
1,3/25/2013,Hambantota,Sri Lanka,Bangladesh
1,3/28/2013,Pallekele,Sri Lanka,Bangladesh
1,3/28/2013,Pallekele,Sri Lanka,Bangladesh
1,5/3/2013,Bulawayo,Zimbabwe,Bangladesh
1,5/3/2013,Bulawayo,Zimbabwe,Bangladesh
1,5/5/2013,Bulawayo,Zimbabwe,Bangladesh
1,5/5/2013,Bulawayo,Zimbabwe,Bangladesh
1,5/8/2013,Bulawayo,Zimbabwe,Bangladesh
1,5/8/2013,Bulawayo,Zimbabwe,Bangladesh
1,5/17/2013,Edinburgh,Scotland,Pakistan
1,5/17/2013,Edinburgh,Scotland,Pakistan
1,5/19/2013,Edinburgh,Scotland,Pakistan
1,5/19/2013,Edinburgh,Scotland,Pakistan
1,5/23/2013,Dublin,Ireland,Pakistan
1,5/23/2013,Dublin,Ireland,Pakistan
1,5/26/2013,Dublin,Ireland,Pakistan
1,5/26/2013,Dublin,Ireland,Pakistan
1,5/31/2013,Amstelveen,Netherlands,South Africa
1,5/31/2013,Amstelveen,Netherlands,South Africa
1,5/31/2013,Lord's,England,New Zealand
1,5/31/2013,Lord's,England,New Zealand
1,6/2/2013,Southampton,England,New Zealand
1,6/2/2013,Southampton,England,New Zealand
1,6/5/2013,Nottingham,England,New Zealand
1,6/5/2013,Nottingham,England,New Zealand
1,6/6/2013,Cardiff,India,South Africa
1,6/6/2013,Cardiff,India,South Africa
1,6/7/2013,The Oval,Pakistan,West Indies
1,6/7/2013,The Oval,Pakistan,West Indies
1,6/8/2013,Birmingham,England,Australia
1,6/8/2013,Birmingham,England,Australia
1,6/9/2013,Cardiff,New Zealand,Sri Lanka
1,6/9/2013,Cardiff,New Zealand,Sri Lanka
1,6/10/2013,Birmingham,Pakistan,South Africa
1,6/10/2013,Birmingham,Pakistan,South Africa
1,6/11/2013,The Oval,India,West Indies
1,6/11/2013,The Oval,India,West Indies
1,6/12/2013,Birmingham,Australia,New Zealand
1,6/12/2013,Birmingham,Australia,New Zealand
1,6/13/2013,The Oval,England,Sri Lanka
1,6/13/2013,The Oval,England,Sri Lanka
1,6/14/2013,Cardiff,South Africa,West Indies
1,6/14/2013,Cardiff,South Africa,West Indies
1,6/15/2013,Birmingham,India,Pakistan
1,6/15/2013,Birmingham,India,Pakistan
1,6/16/2013,Cardiff,England,New Zealand
1,6/16/2013,Cardiff,England,New Zealand
1,6/17/2013,The Oval,Australia,Sri Lanka
1,6/17/2013,The Oval,Australia,Sri Lanka
1,6/19/2013,The Oval,England,South Africa
1,6/19/2013,The Oval,England,South Africa
1,6/20/2013,Cardiff,India,Sri Lanka
1,6/20/2013,Cardiff,India,Sri Lanka
1,6/23/2013,Birmingham,England,India
1,6/23/2013,Birmingham,England,India
1,6/28/2013,Kingston,West Indies,Sri Lanka
1,6/28/2013,Kingston,West Indies,Sri Lanka
1,6/30/2013,Kingston,West Indies,India
1,6/30/2013,Kingston,West Indies,India
1,6/30/2013,Aberdeen,Scotland,Kenya
1,6/30/2013,Aberdeen,Scotland,Kenya
1,7/2/2013,Aberdeen,Scotland,Kenya
1,7/2/2013,Aberdeen,Scotland,Kenya
1,7/2/2013,Kingston,India,Sri Lanka
1,7/2/2013,Kingston,India,Sri Lanka
1,7/5/2013,Port of Spain,West Indies,India
1,7/5/2013,Port of Spain,West Indies,India
1,7/7/2013,Port of Spain,West Indies,Sri Lanka
1,7/7/2013,Port of Spain,West Indies,Sri Lanka
1,7/7/2013,Amstelveen,Netherlands,Ireland
1,7/7/2013,Amstelveen,Netherlands,Ireland
1,7/9/2013,Amstelveen,Netherlands,Ireland
1,7/9/2013,Amstelveen,Netherlands,Ireland
1,7/9/2013,Port of Spain,India,Sri Lanka
1,7/9/2013,Port of Spain,India,Sri Lanka
1,7/11/2013,Port of Spain,India,Sri Lanka
1,7/11/2013,Port of Spain,India,Sri Lanka
1,7/14/2013,Providence,West Indies,Pakistan
1,7/14/2013,Providence,West Indies,Pakistan
1,7/16/2013,Providence,West Indies,Pakistan
1,7/16/2013,Providence,West Indies,Pakistan
1,7/19/2013,Gros Islet,West Indies,Pakistan
1,7/19/2013,Gros Islet,West Indies,Pakistan
1,7/20/2013,Colombo (RPS),Sri Lanka,South Africa
1,7/20/2013,Colombo (RPS),Sri Lanka,South Africa
1,7/21/2013,Gros Islet,West Indies,Pakistan
1,7/21/2013,Gros Islet,West Indies,Pakistan
1,7/23/2013,Colombo (RPS),Sri Lanka,South Africa
1,7/23/2013,Colombo (RPS),Sri Lanka,South Africa
1,7/24/2013,Harare,Zimbabwe,India
1,7/24/2013,Harare,Zimbabwe,India
1,7/24/2013,Gros Islet,West Indies,Pakistan
1,7/24/2013,Gros Islet,West Indies,Pakistan
1,7/26/2013,Harare,Zimbabwe,India
1,7/26/2013,Harare,Zimbabwe,India
1,7/26/2013,Pallekele,Sri Lanka,South Africa
1,7/26/2013,Pallekele,Sri Lanka,South Africa
1,7/28/2013,Harare,Zimbabwe,India
1,7/28/2013,Harare,Zimbabwe,India
1,7/28/2013,Pallekele,Sri Lanka,South Africa
1,7/28/2013,Pallekele,Sri Lanka,South Africa
1,7/31/2013,Colombo (RPS),Sri Lanka,South Africa
1,7/31/2013,Colombo (RPS),Sri Lanka,South Africa
1,8/1/2013,Bulawayo,Zimbabwe,India
1,8/1/2013,Bulawayo,Zimbabwe,India
1,8/3/2013,Bulawayo,Zimbabwe,India
1,8/3/2013,Bulawayo,Zimbabwe,India
1,8/27/2013,Harare,Zimbabwe,Pakistan
1,8/27/2013,Harare,Zimbabwe,Pakistan
1,8/27/2013,King City (NW),Canada,Netherlands
1,8/29/2013,Harare,Zimbabwe,Pakistan
1,8/29/2013,Harare,Zimbabwe,Pakistan
1,8/29/2013,King City (NW),Canada,Netherlands
1,8/31/2013,Harare,Zimbabwe,Pakistan
1,8/31/2013,Harare,Zimbabwe,Pakistan
1,9/3/2013,Edinburgh,Scotland,Australia
1,9/3/2013,Edinburgh,Scotland,Australia
1,9/3/2013,Dublin (Malahide),Ireland,England
1,9/3/2013,Dublin (Malahide),Ireland,England
1,9/6/2013,Belfast,Ireland,Scotland
1,9/6/2013,Belfast,Ireland,Scotland
1,9/6/2013,Leeds,England,Australia
1,9/6/2013,Leeds,England,Australia
1,9/8/2013,Belfast,Ireland,Scotland
1,9/8/2013,Belfast,Ireland,Scotland
1,9/8/2013,Manchester,England,Australia
1,9/8/2013,Manchester,England,Australia
1,9/11/2013,Birmingham,England,Australia
1,9/11/2013,Birmingham,England,Australia
1,9/14/2013,Cardiff,England,Australia
1,9/14/2013,Cardiff,England,Australia
