Name,Country,Starting Year,Ending Year,Matches,Batting Runs,Highest Score,Batting Average,Hundreds,Wickets,Best Bowling Figures Wickets,Best Bowling Figures Runs,Bowling Average,5 Wickets,Average Difference,Wicketkeeper
KD Shah,HKG,2014,2018,10,136,34*,15.11,0,7,4,10,11.28,0,3.82,no
Shahid Mahboob,PAK,1982,1984,10,119,77,23.8,0,7,1,23,54.57,0,-30.77,no
Shahid Saeed,PAK,1989,1993,10,141,50,14.1,0,3,2,20,53,0,-38.89,no
Shahid Wasif,HKG,2016,2018,10,81,45,11.57,0,-,-,-,-,-,-,no
Shamsur Rahman,BDESH,2013,2014,10,266,96,26.6,0,0,-,-,-,0,-,no
JN Snape,ENG,2001,2002,10,118,38,29.5,0,13,3,43,31,0,-1.49,no
TB Sole,SCOT,2018,2019,10,46,20,7.66,0,10,4,15,38.7,0,-31.03,no
PC Strydom,SA,2000,2000,10,48,34,9.6,0,2,1,18,103,0,-93.39,no
Tareq Aziz,BDESH,2002,2004,10,26,11*,26,0,13,3,19,32.61,0,-6.61,no
S Thuraisingam,CAN,2003,2008,10,45,13,6.42,0,13,4,35,23.46,0,-17.03,no
JJ van der Wath,SA,2006,2007,10,89,37*,14.83,0,13,2,21,42.38,0,-27.55,no
R Vijay Bharadwaj,INDIA,1999,2002,10,136,41*,27.2,0,16,3,34,19.18,0,8.01,no
HR Walsh,USA/WI,2019,2020,10,99,46*,33,0,12,4,36,27.58,0,5.41,no
Waqas Barkat,HKG,2014,2018,10,102,27,12.75,0,0,-,-,-,0,-,no
UWMBCA Welegedara,SL,2009,2010,10,4,2*,4,0,15,5,66,28.86,1,-24.86,no
RM West,IRE,2008,2009,10,61,29*,30.5,0,9,4,26,31,0,-0.49,no
GH Worker,NZ,2015,2018,10,272,58,34,0,0,-,-,-,0,-,no
Aamer Nazir,PAK,1993,1995,9,13,9*,13,0,11,3,43,31.45,0,-18.45,no
VR Aaron,INDIA,2011,2014,9,8,6*,8,0,11,3,24,38.09,0,-30.09,no
JS Ababu,KENYA,1999,2006,9,29,17,9.66,0,3,1,26,85,0,-75.33,no
RW Ali,KENYA,1996,1997,9,7,6*,-,0,11,3,17,23.18,0,-,no
Amir Hayat,UAE,2018,2019,9,31,24*,10.33,0,11,3,19,34.72,0,-24.39,no
MA Aponso,SL,2016,2018,9,10,4,3.33,0,10,4,18,37.7,0,-34.36,no
TD Astle,NZ,2017,2019,9,79,49,26.33,0,10,3,33,24.6,0,1.73,no
JJ Atkinson,HKG,2008,2017,9,250,59,27.77,0,-,-,-,-,-,-,yes
ID Austin,ENG,1998,1999,9,34,11*,6.8,0,6,2,25,60,0,-53.19,no
A Codrington,CAN,2003,2007,9,47,16,5.87,0,10,5,27,26.5,1,-20.62,no
GJ Cosier,AUS,1975,1979,9,154,84,30.8,0,14,5,18,17.71,1,13.08,no
LHD Dilhara,SL,2005,2013,9,83,29,9.22,0,6,2,30,43.5,0,-34.27,no
MJ Di Venuto,AUS,1997,1997,9,241,89,26.77,0,-,-,-,-,-,-,no
H Durham,BMUDA,2006,2006,9,35,11,8.75,0,12,4,45,28.58,0,-19.83,no
R Edwards,AUS,1972,1975,9,255,80*,36.42,0,-,-,-,-,-,-,no
SE Findlay,WI,2008,2009,9,146,59*,20.85,0,-,-,-,-,-,-,no
PLS Gamage,SL,2014,2017,9,4,3,2,0,9,4,57,43.55,0,-41.55,no
Gholam Nousher,BDESH,1986,1990,9,8,4,8,0,5,1,27,62.8,0,-54.79,no
AFG Griffith,WI,1996,2000,9,99,47,14.14,0,-,-,-,-,-,-,no
HJ Howarth,NZ,1973,1975,9,18,11,6,0,11,3,29,25.45,0,-19.45,no
RO Hurley,WI,2003,2004,9,13,6,3.25,0,5,1,25,62.6,0,-59.34,yes
DP Hyatt,WI,2011,2011,9,112,39,14,0,-,-,-,-,-,-,no
Junaid Siddiqui,CAN,2011,2014,9,67,25,13.4,0,4,1,20,75.5,0,-62.09,no
Kaleemullah,OMAN,2019,2020,9,2,1*,1,0,4,2,22,60,0,-58.99,no
Karan KC,NEPAL,2018,2020,9,43,18,6.14,0,13,4,15,24.46,0,-18.31,no
IA Karim,KENYA,2011,2014,9,396,112,44,2,-,-,-,-,-,-,no
AA Mallett,AUS,1971,1975,9,14,8,7,0,11,3,34,31,0,-23.99,no
A Martin,WI,2011,2011,9,10,4*,10,0,11,4,36,26.9,0,-16.9,no
JA McCollum,IRE,2019,2020,9,185,73,20.55,0,-,-,-,-,-,-,no
Mohammad Boota,UAE,2018,2019,9,191,59*,23.87,0,0,-,-,-,0,-,no
Mohammad Sharif,BDESH,2001,2007,9,53,13*,13.25,0,10,3,40,42.4,0,-29.14,no
EA Moseley,WI,1990,1991,9,7,2*,1.75,0,7,2,52,39.71,0,-37.96,no
DT Mutendera,ZIM,1999,2001,9,20,10,10,0,9,3,23,37.11,0,-27.11,no
BP Nash,WI,2008,2009,9,104,39*,26,0,5,3,56,44.8,0,-18.79,no
R Ngarava,ZIM,2017,2018,9,14,10,2.8,0,8,2,37,51.12,0,-48.32,no
GH O'Brien,BMUDA,2006,2008,9,38,16,5.42,0,15,3,31,27,0,-21.57,no
CAK Rajitha,SL,2018,2019,9,0,0*,0,0,9,2,17,42.11,0,-42.11,no
AN Ranasinghe,SL,1975,1982,9,153,51,21.85,0,2,1,21,140.5,0,-118.64,no
RB Reid,NZ,1988,1991,9,248,64,27.55,0,1,1,13,13,0,14.55,no
JB Reva,PNG,2016,2018,9,62,36,10.33,0,13,3,40,27.46,0,-17.12,no
SJ Rhodes,ENG,1989,1995,9,107,56,17.83,0,-,-,-,-,-,-,no
CP Rizwan,UAE,2019,2020,9,179,47,22.37,0,0,-,-,-,0,-,no
Rumman Raees,PAK,2017,2018,9,27,16,9,0,14,3,49,33.14,0,-24.14,no
WP Saha,INDIA,2010,2014,9,41,16,13.66,0,-,-,-,-,-,-,no
TG Shaw,SA,1991,1994,9,26,17*,13,0,9,2,19,33.11,0,-20.11,no
JA Snow,ENG,1971,1975,9,9,5*,4.5,0,14,4,11,16.57,0,-12.07,no
R Strydom,IRE,2008,2008,9,83,37,13.83,0,1,1,63,63,0,-49.16,no
Taijul Islam,BDESH,2014,2020,9,63,39*,15.75,0,12,4,11,28.08,0,-12.33,no
ML Udawatte,SL,2008,2008,9,257,73,28.55,0,-,-,-,-,-,-,no
A van der Merwe,IRE,2010,2011,9,15,8,3.75,0,11,5,49,29.36,1,-25.61,no
KJJ van Noortwijk,NL,1996,2003,9,322,134*,46,1,-,-,-,-,-,-,no
JNT Vare,PNG,2014,2018,9,81,28,10.12,0,-,-,-,-,-,-,no
CAK Walton,WI,2009,2017,9,53,19,6.62,0,-,-,-,-,-,-,no
AS Wassan,INDIA,1990,1991,9,33,16,8.25,0,11,3,28,25.72,0,-17.47,no
VJ Wells,ENG,1999,1999,9,141,39,20.14,0,8,3,30,23.62,0,-3.48,no
C Zhuwao,ZIM,2008,2018,9,154,45,17.11,0,0,-,-,-,0,-,no
Akshay Homraj,USA,2019,2020,8,159,44,19.87,0,-,-,-,-,-,-,no
KN Amalean,SL,1986,1988,8,15,9,7.5,0,9,4,46,23,0,-15.49,no
MKDI Amerasinghe,SL,2007,2008,8,6,5*,-,0,9,3,44,40.33,0,-,no
J Anderson,IRE,2014,2016,8,151,39,18.87,0,0,-,-,-,0,-,no
SJ Baard,NAM,2019,2020,8,159,73,19.87,0,-,-,-,-,-,-,no
SV Bahutule,INDIA,1997,2003,8,23,11,7.66,0,2,1,31,141.5,0,-133.83,no
MJ Bennett,AUS,1984,1985,8,9,6*,3,0,4,2,27,68.75,0,-65.74,no
K Birkenstock,NAM,2019,2020,8,155,61,19.37,0,1,1,5,5,0,14.37,no
KD Boyce,WI,1973,1975,8,57,34,14.25,0,13,4,50,24.07,0,-9.82,no
MG Burmester,ZIM,1992,1995,8,109,39,18.16,0,5,3,36,42.6,0,-24.43,no
JJ Celestine,BMUDA,2007,2008,8,60,20,7.5,0,-,-,-,-,-,-,no
BN Cooper,NL,2013,2019,8,171,74,28.5,0,-,-,-,-,-,-,no
SM Davies,ENG,2009,2011,8,244,87,30.5,0,-,-,-,-,-,-,no
D Elgar,SA,2012,2018,8,104,42,17.33,0,2,1,11,33.5,0,-16.16,no
MG Erasmus,NAM,2019,2020,8,226,88,28.25,0,0,-,-,-,0,-,no
MVT Fernando,SL,2017,2019,8,30,7*,15,0,5,1,35,67.4,0,-52.39,no
JN Frylinck,NAM,2019,2020,8,145,60,24.16,0,12,5,13,18.25,1,5.91,no
ZE Green,NAM,2019,2020,8,206,62,25.75,0,-,-,-,-,-,-,no
TR Gripper,ZIM,2001,2003,8,80,26,10,0,2,2,28,38,0,-27.99,no
RC Haynes,WI,1989,1991,8,26,18,5.2,0,5,2,36,44.8,0,-39.59,no
AMJ Hilditch,AUS,1979,1985,8,226,72,28.25,0,-,-,-,-,-,-,no
IG Holland,USA,2019,2020,8,244,75,30.5,0,7,3,11,29.85,0,0.64,no
AG Hurst,AUS,1975,1979,8,7,3*,-,0,12,5,21,16.91,1,-,no
RO Hussain,SCOT,2006,2010,8,63,17,9,0,-,-,-,-,-,-,no
PJ Ingram,NZ,2010,2010,8,193,69,27.57,0,-,-,-,-,-,-,no
Jalal-ud-Din,PAK,1982,1983,8,5,5,2.5,0,14,4,32,15.07,0,-12.57,no
MA Jones,SCOT,2018,2019,8,281,87,35.12,0,-,-,-,-,-,-,no
SP Jones,ENG,2004,2005,8,1,1,1,0,7,2,43,39.28,0,-38.28,no
JP Kotze,NAM,2019,2020,8,299,136,37.37,1,-,-,-,-,-,-,no
JJ Krejza,AUS,2011,2011,8,13,7,13,0,7,2,28,47.28,0,-34.28,no
T Kumaran,INDIA,1999,2000,8,19,8,6.33,0,9,3,24,38.66,0,-32.33,no
JL Langer,AUS,1994,1997,8,160,36,32,0,-,-,-,-,-,-,no
D Lloyd,ENG,1973,1980,8,285,116*,40.71,1,1,1,3,3,0,37.71,no
ACI Lock,ZIM,1996,1996,8,8,5,8,0,8,5,44,27.37,1,-19.37,no
DL Maddy,ENG,1998,2000,8,113,53,18.83,0,-,-,-,-,-,-,no
RD McCann,IRE,2010,2010,8,44,18,11,0,-,-,-,-,-,-,no
SS McKechnie,HKG,2017,2018,8,108,29,15.42,0,-,-,-,-,-,-,no
JE Morris,ENG,1990,1991,8,167,63*,23.85,0,-,-,-,-,-,-,no
MD Moxon,ENG,1985,1988,8,174,70,21.75,0,-,-,-,-,-,-,no
D Murphy,SCOT,2013,2013,8,58,20*,11.6,0,-,-,-,-,-,-,no
T Muzarabani,ZIM,2015,2016,8,12,5,3,0,7,2,32,37.42,0,-34.42,no
NM Odhiambo,KENYA,2010,2013,8,56,29,9.33,0,8,3,48,32,0,-22.66,no
EO Odumbe,KENYA,1996,1996,8,61,20,10.16,0,6,2,8,22.83,0,-12.66,no
AK Patel,INDIA,1984,1985,8,6,6,3,0,7,3,43,37.57,0,-34.57,no
NK Patel,USA,2019,2020,8,142,52,20.28,0,7,2,11,19.71,0,0.57,no
D Ravu,PNG,2017,2019,8,50,38*,12.5,0,0,-,-,-,0,-,no
FL Reifer,WI,1997,2009,8,117,40,14.62,0,-,-,-,-,-,-,no
DM Richards,WI,2009,2010,8,179,59,25.57,0,-,-,-,-,-,-,no
GRJ Roope,ENG,1973,1978,8,173,44,21.62,0,-,-,-,-,-,-,no
Saadat Ali,PAK,1984,1984,8,184,78*,30.66,0,2,2,24,14.5,0,16.16,no
RG Samuels,WI,1996,1997,8,54,36*,18,0,-,-,-,-,-,-,no
BM Scholtz,NAM,2019,2020,8,9,6,4.5,0,11,4,27,20.27,0,-15.77,no
DJM Short,AUS,2018,2020,8,211,69,30.14,0,0,-,-,-,0,-,no
JJ Smit,NAM,2019,2020,8,144,33,20.57,0,13,5,44,17.61,1,2.95,no
S Sriram,INDIA,2000,2004,8,81,57,13.5,0,9,3,43,30.44,0,-16.94,no
RD Steede,BMUDA,2006,2008,8,70,20,11.66,0,5,1,21,51.4,0,-39.73,no
RH Vance,NZ,1988,1989,8,248,96,31,0,-,-,-,-,-,-,no
Waqas Khan,HKG,2015,2017,8,67,35*,16.75,0,-,-,-,-,-,-,no
RGCE Wijesuriya,SL,1982,1985,8,18,12*,18,0,8,2,25,35.87,0,-17.87,no
CG Williams,NAM,2019,2020,8,267,129*,44.5,1,3,1,37,65.66,0,-21.16,no
KOK Williams,WI,2017,2018,8,19,16*,19,0,9,4,43,32.55,0,-13.55,no
Zafar Iqbal,PAK,1995,1995,8,48,18,8,0,3,2,37,45.66,0,-37.66,no
Abul Hasan,BDESH,2012,2018,7,11,7,3.66,0,0,-,-,-,0,-,no
Asif Masood,PAK,1973,1976,7,10,6,5,0,5,2,9,46.8,0,-41.79,no
Azhar Hossain,BDESH,1988,1990,7,96,54,13.71,0,4,1,20,52.25,0,-38.53,no
Azhar Saeed,UAE,1994,1996,7,61,32,8.71,0,6,3,45,35.5,0,-26.78,no
S Badrinath,INDIA,2008,2011,7,79,27*,15.8,0,-,-,-,-,-,-,no
MD Bell,NZ,1998,2001,7,133,66,19,0,-,-,-,-,-,-,no
B Bhandari,NEPAL,2019,2020,7,155,59,25.83,0,-,-,-,-,-,-,no
MP Bicknell,ENG,1990,1991,7,96,31*,24,0,13,3,55,26.69,0,-2.69,no
RD Brown,ZIM,1983,1987,7,110,38,15.71,0,-,-,-,-,-,-,no
RE Bryson,SA,1997,1997,7,32,17*,32,0,7,2,34,46.14,0,-14.14,no
VB Chandrasekhar,INDIA,1988,1990,7,88,53,12.57,0,-,-,-,-,-,-,no
CPS Chauhan,INDIA,1978,1981,7,153,46,21.85,0,-,-,-,-,-,-,no
PC de Silva,SL,2014,2017,7,94,44,15.66,0,5,2,29,51.2,0,-35.53,no
Dolar Mahmud,BDESH,2008,2009,7,61,41,15.25,0,8,4,28,32.25,0,-16.99,no
JH Edrich,ENG,1971,1975,7,223,90,37.16,0,-,-,-,-,-,-,no
GM Ewing,ZIM,2004,2005,7,97,46,13.85,0,5,3,31,47.2,0,-33.34,no
Faruk Ahmed,BDESH,1988,1999,7,105,57,15,0,-,-,-,-,-,-,no
ERNS Fernando,SL,1983,1983,7,101,36,20.2,0,-,-,-,-,-,-,no
KHRK Fernando,SL,2002,2006,7,43,23*,21.5,0,6,3,12,26.5,0,-4.99,no
MJ Fourie,IRE,2007,2008,7,42,19*,21,0,1,1,33,128,0,-106.99,no
Gazi Ashraf,BDESH,1986,1990,7,59,18,8.42,0,2,1,7,16.5,0,-8.07,no
AM Guruge,UAE,2014,2015,7,16,10*,-,0,12,4,56,28.08,0,-,no
Hamza Tariq,CAN,2011,2014,7,116,71,16.57,0,-,-,-,-,-,-,no
Haseeb Amjad,HKG,2014,2016,7,112,42,22.4,0,11,3,49,26.18,0,-3.78,no
BE Hendricks,SA,2019,2020,7,5,3,5,0,5,3,59,42.2,0,-37.19,no
H Hiri,PNG,2016,2019,7,87,31*,21.75,0,2,1,6,28,0,-6.24,no
KA Hope,WI,2017,2017,7,138,46,23,0,-,-,-,-,-,-,no
Imtiaz Abbasi,UAE,1994,1996,7,12,6*,6,0,-,-,-,-,-,-,no
RB Kanhai,WI,1973,1975,7,164,55,54.66,0,-,-,-,-,-,-,no
RJ Kennedy,NZ,1996,1996,7,17,8*,17,0,5,2,36,56.6,0,-39.59,no
Khurram Manzoor,PAK,2008,2009,7,236,83,33.71,0,-,-,-,-,-,-,no
M Labuschagne,AUS,2020,2020,7,305,108,50.83,1,0,-,-,-,0,-,no
MKGCP Lakshitha,SL,2002,2003,7,7,4,7,0,8,2,34,31.75,0,-24.74,no
ML Lewis,AUS,2005,2006,7,4,4*,-,0,7,3,56,55.85,0,-,no
BP Loots,NL,2010,2011,7,16,9*,5.33,0,6,3,16,47.83,0,-42.49,no
MB Loye,ENG,2007,2007,7,142,45,20.28,0,-,-,-,-,-,-,no
KA Maharaj,SA,2017,2020,7,27,17,9,0,7,3,25,44.57,0,-35.57,no
GI Maiden,SCOT,2010,2011,7,84,31,21,0,0,-,-,-,0,-,no
Manzoor Akhtar,PAK,1997,1998,7,97,44,24.25,0,5,4,50,36.8,0,-12.54,no
EZ Matambanadzo,ZIM,1996,1997,7,8,5*,4,0,11,4,32,19.72,0,-15.72,no
B Mavuta,ZIM,2018,2019,7,52,20,13,0,7,2,30,38,0,-24.99,no
TMK Mawoyo,ZIM,2006,2014,7,58,15,8.28,0,-,-,-,-,-,-,no
Mazhar Hussain,UAE,1994,1996,7,179,70,25.57,0,0,-,-,-,0,-,no
Mohammad Salman,PAK,2011,2011,7,22,19*,11,0,-,-,-,-,-,-,no
D Mohammed,WI,2006,2008,7,0,0*,-,0,10,3,37,23.5,0,-,no
Nasir Ahmed,BDESH,1988,1990,7,25,11,12.5,0,-,-,-,-,-,-,no
A Nortje,SA,2019,2020,7,9,8,9,0,14,3,57,20.21,0,-11.21,no
SJ Palframan,SA,1996,1996,7,55,28,13.75,0,-,-,-,-,-,-,no
BA Parchment,WI,2007,2008,7,122,48,17.42,0,-,-,-,-,-,-,no
TK Patel,USA,2019,2020,7,72,50*,18,0,6,2,25,25,0,-6.99,no
TRO Payne,WI,1984,1987,7,126,60,31.5,0,-,-,-,-,-,-,no
V Permaul,WI,2012,2017,7,19,10,6.33,0,8,3,40,33.87,0,-27.54,no
V Rathour,INDIA,1996,1997,7,193,54,27.57,0,-,-,-,-,-,-,no
Saiful Islam,BDESH,1990,1997,7,37,22*,18.5,0,6,4,36,42.66,0,-24.16,no
JA Samarasekera,UAE,1994,1996,7,124,47*,31,0,4,1,17,59,0,-27.99,no
S Samarawickrama,SL,2017,2019,7,138,54,19.71,0,-,-,-,-,-,-,no
KF Semple,WI,1999,1999,7,64,23,10.66,0,3,2,35,40.33,0,-29.66,no
CP Senanayake,SL,1990,1991,7,126,27,18,0,-,-,-,-,-,-,no
MQ Sheikh,SCOT,2008,2010,7,63,23,10.5,0,-,-,-,-,-,-,no
CEW Silverwood,ENG,1996,2001,7,17,12,4.25,0,6,3,43,40.66,0,-36.41,no
NMK Smith,ENG,1996,1996,7,100,31,20,0,6,3,29,31.66,0,-11.66,no
ED Solkar,INDIA,1974,1976,7,27,13,4.5,0,4,2,31,42.25,0,-37.74,no
B Stanlake,AUS,2017,2019,7,4,2,1.33,0,7,3,35,46.28,0,-44.95,no
CAH Stevenson,USA,2019,2020,7,62,34*,10.33,0,12,3,22,19.66,0,-9.33,no
G Toka,PNG,2019,2019,7,103,29,17.16,0,-,-,-,-,-,-,no
AJ Tye,AUS,2018,2018,7,57,19,14.25,0,12,5,46,32.66,1,-18.41,no
JD Unadkat,INDIA,2013,2013,7,-,-,-,-,8,4,41,26.12,0,-,no
JM Wiener,AUS,1979,1980,7,140,50,20,0,0,-,-,-,0,-,no
HS Williams,SA,1999,2000,7,8,7,8,0,9,3,38,25.33,0,-17.33,no
NS Yadav,INDIA,1986,1987,7,1,1*,-,0,8,2,18,28.5,0,-,no
HN Ya France,NAM,2019,2020,7,30,11*,30,0,4,2,31,37.25,0,-7.24,no
B Yardley,AUS,1978,1983,7,58,28,14.5,0,7,3,28,18.57,0,-4.07,no
Sultan Zarawani,UAE,1994,1996,7,26,13,4.33,0,5,2,49,51.4,0,-47.06,no
V Aravind,UAE,2019,2020,6,88,29,14.66,0,-,-,-,-,-,-,no
Arshad Laeeq,UAE,1994,1996,6,101,43*,20.2,0,1,1,25,198,0,-177.79,no
Azam Khan,PAK,1996,1998,6,116,72,23.2,0,-,-,-,-,-,-,no
ST Banerjee,INDIA,1991,1992,6,49,25*,24.5,0,5,3,30,40.4,0,-15.89,no
T Banton,ENG,2020,2020,6,134,58,26.8,0,-,-,-,-,-,-,no
GD Barlow,ENG,1976,1977,6,149,80*,29.8,0,-,-,-,-,-,-,yes
OO Bascome,BMUDA,2008,2008,6,65,20,10.83,0,0,-,-,-,0,-,no
Basil Hameed,UAE,2019,2020,6,152,63*,38,0,1,1,10,15,0,23,no
T Bavuma,SA,2016,2020,6,335,113,55.83,1,-,-,-,-,-,-,no
AJ Burger,NAM,2003,2003,6,199,85,33.16,0,3,1,18,34.66,0,-1.49,no
LJ Burger,NAM,2003,2003,6,11,5,2.2,0,6,3,39,49.5,0,-47.29,no
JA Burns,AUS,2015,2015,6,146,69,24.33,0,-,-,-,-,-,-,no
JD Campbell,WI,2019,2019,6,248,179,49.6,1,0,-,-,-,0,-,no
MA Carberry,ENG,2013,2014,6,114,63,19,0,0,-,-,-,0,-,no
KED Carroll,IRE,2007,2007,6,70,28,11.66,0,0,-,-,-,0,-,no
MS Chapman,HKG/NZ,2015,2020,6,161,124*,32.2,1,-,-,-,-,-,-,no
G Cook,ENG,1981,1983,6,106,32,17.66,0,-,-,-,-,-,-,no
GJ Crocker,ZIM,1992,1993,6,98,50,24.5,0,7,4,26,29.71,0,-5.21,no
DDP D'Silva,UAE,2019,2020,6,53,31,13.25,0,6,3,22,19.66,0,-6.41,no
NA de Groot,CAN,2003,2003,6,44,17,7.33,0,3,2,45,29.33,0,-21.99,no
GRA de Silva,SL,1975,1982,6,9,6*,4.5,0,9,3,41,29.11,0,-24.61,no
R Dhanraj,WI,1994,1995,6,8,8,8,0,10,4,26,17,0,-8.99,no
MW Douglas,NZ,1994,1995,6,55,30,9.16,0,-,-,-,-,-,-,no
KG Duers,ZIM,1992,1992,6,7,5,7,0,3,1,17,85.33,0,-78.33,no
GN Edwards,NZ,1976,1981,6,138,41,23,0,1,1,5,5,0,18,no
Ehsanul Haque,BDESH,2002,2003,6,57,20,9.5,0,3,2,34,37.66,0,-28.16,no
Ehsan Adil,PAK,2013,2015,6,27,15,9,0,4,1,31,55.75,0,-46.74,no
CE Eksteen,SA,1991,1994,6,6,6*,-,0,2,1,26,90.5,0,-,no
JJ Esmeijer,NL,2002,2003,6,10,7,2.5,0,0,-,-,-,0,-,no
Faisal Hossain,BDESH,2004,2010,6,43,17,10.75,0,1,1,27,53,0,-42.24,no
BOP Fernando,SL,2019,2019,6,128,49,21.33,0,0,-,-,-,0,-,no
DAG Fletcher,ZIM,1983,1983,6,191,71*,47.75,0,7,4,42,31.57,0,16.17,no
RS Ghai,INDIA,1984,1986,6,1,1,1,0,3,1,38,86.66,0,-85.66,no
HM Goonatilleke,SL,1982,1982,6,31,14*,31,0,-,-,-,-,-,-,no
Hamza Tahir,SCOT,2019,2019,6,0,0,0,0,13,5,38,17.53,1,-17.53,no
JV Harris,CAN,2003,2003,6,91,31,15.16,0,-,-,-,-,-,-,no
Hasan Jamil,PAK,1977,1978,6,111,28,22.2,0,8,3,18,19.25,0,2.95,no
FC Hayes,ENG,1973,1975,6,128,52,25.6,0,-,-,-,-,-,-,no
C Hemraj,WI,2018,2018,6,82,32,13.66,0,0,-,-,-,0,-,no
JG Heron,ZIM,1983,1983,6,50,18,8.33,0,-,-,-,-,-,-,no
EH Hutchinson,USA,2019,2020,6,75,42*,18.75,0,1,1,20,120,0,-101.24,no
Irfan Ahmed,HKG,2008,2014,6,99,37,16.5,0,8,3,51,37.37,0,-20.87,no
PA Jaques,AUS,2006,2007,6,125,94,20.83,0,-,-,-,-,-,-,no
HAPW Jayawardene,SL,2003,2007,6,27,20,5.4,0,-,-,-,-,-,-,no
KCB Jeremy,WI,2000,2001,6,17,8*,8.5,0,4,2,42,40.75,0,-32.24,no
LR Johnson,WI,2008,2015,6,98,51,16.33,0,-,-,-,-,-,-,no
Junaid Siddique,UAE,2019,2020,6,5,2*,5,0,12,3,37,20.75,0,-15.74,no
TS Kamunhukamwe,ZIM,2018,2020,6,93,51,15.5,0,-,-,-,-,-,-,no
D Keulder,NAM,2003,2003,6,132,52,22,0,-,-,-,-,-,-,no
Khaliq Dad,AFG,2009,2010,6,40,20,13.33,0,9,3,30,16.66,0,-3.33,no
GE Kidd,IRE,2007,2008,6,15,15,15,0,1,1,27,172,0,-156.99,no
J Kila,PNG,2018,2019,6,54,21,13.5,0,6,3,27,22.5,0,-8.99,no
JF Kloppenburg,NL,2002,2003,6,165,121,27.5,1,8,4,42,23.87,0,3.62,no
DB Kotze,NAM,2003,2003,6,82,27,16.4,0,2,1,32,128,0,-111.59,no
TJ Laughlin,AUS,1978,1979,6,105,74,26.25,0,8,3,54,28,0,-1.74,no
JB Little,IRE,2019,2020,6,9,9,4.5,0,10,4,45,38.4,0,-33.89,no
GD Lloyd,ENG,1996,1998,6,39,22,9.75,0,-,-,-,-,-,-,no
I Maraj,CAN,2003,2003,6,98,53*,19.6,0,0,-,-,-,0,-,no
V Mehra,UAE,1994,1996,6,92,43,18.4,0,-,-,-,-,-,-,no
Mohammad Shahzad,UAE,2014,2016,6,190,79,31.66,0,9,4,26,25.88,0,5.77,no
GMC Mol,NL,2007,2008,6,25,14,12.5,0,3,2,23,37,0,-24.49,no
TV Mufambisi,ZIM,2006,2007,6,55,21,9.16,0,-,-,-,-,-,-,no
GB Murgatroyd,NAM,2003,2003,6,90,52,15,0,-,-,-,-,-,-,no
N M'shangwe,ZIM,2011,2014,6,38,16,7.6,0,3,2,50,86.66,0,-79.06,no
Nadeem Ghauri,PAK,1990,1990,6,14,7*,14,0,5,2,51,46,0,-31.99,no
Naseem Khushi,OMAN,2020,2020,6,60,28,15,0,-,-,-,-,-,-,no
MHW Papps,NZ,2004,2005,6,207,92*,51.75,0,-,-,-,-,-,-,no
DR Parry,WI,1978,1980,6,61,32,15.25,0,11,3,47,23.54,0,-8.29,no
AK Perera,SL,2013,2019,6,52,31,13,0,0,-,-,-,0,-,no
NV Radford,ENG,1988,1988,6,0,0*,0,0,2,1,32,115,0,-114.99,no
Raza-ur-Rehman,CAN,2013,2014,6,225,88,45,0,1,1,59,128,0,-82.99,no
AJ Redmond,NZ,2009,2010,6,152,52,25.33,0,-,-,-,-,-,-,no
MJG Rippon,NL,2013,2018,6,71,51,23.66,0,10,4,37,16.7,0,6.96,no
SJ Rixon,AUS,1978,1985,6,40,20*,13.33,0,-,-,-,-,-,-,no
Saleem Altaf,PAK,1973,1978,6,25,21,25,0,5,2,7,30.2,0,-5.19,no
Saleem Raza,UAE,1994,1996,6,159,84,26.5,0,3,1,17,59.66,0,-33.16,no
Sheikh Salahuddin,BDESH,1997,1997,6,24,12,12,0,4,2,48,62.25,0,-50.24,no
Sompal Kami,NEPAL,2018,2019,6,146,61,36.5,0,13,5,33,19,1,17.5,no
BB Sran,INDIA,2016,2016,6,-,-,-,-,7,3,56,38.42,0,-,no
KR Stackpole,AUS,1971,1974,6,224,61,37.33,0,3,3,40,18,0,19.33,no
ELR Stewart,SA,1993,2002,6,61,23*,15.25,0,-,-,-,-,-,-,no
DA Stirling,NZ,1984,1984,6,21,13*,7,0,6,2,29,34.5,0,-27.49,no
Talha Jubair,BDESH,2002,2003,6,5,4*,2.5,0,6,4,65,42.5,0,-39.99,no
Tanveer Ahmed,HKG,2016,2018,6,4,2*,-,0,5,2,49,41.6,0,-,no
JO Troughton,ENG,2003,2003,6,36,20,9,0,-,-,-,-,-,-,no
A Turner,AUS,1975,1975,6,247,101,41.16,1,-,-,-,-,-,-,no
AJ Turner,AUS,2019,2020,6,142,84*,35.5,0,-,-,-,-,-,-,no
KDK Vithanage,SL,2013,2014,6,75,27,15,0,0,-,-,-,0,-,no
KPJ Warnaweera,SL,1990,1993,6,1,1*,-,0,6,2,24,33.33,0,-,no
BM Wheeler,NZ,2015,2015,6,58,39*,-,0,8,3,63,39.37,0,-,no
D Wiese,SA,2015,2016,6,102,41*,20.4,0,9,3,50,35.11,0,-14.71,no
JW Wilson,NZ,1993,2005,6,103,44*,20.6,0,4,2,21,65,0,-44.39,no
RA Woolmer,ENG,1972,1976,6,21,9,5.25,0,9,3,33,28.88,0,-23.63,no
B Yograj Singh,INDIA,1980,1981,6,1,1,0.5,0,4,2,44,46.5,0,-45.99,no
